gvkey,fyear,act,at,bkvlps,capx,ceq,ch,che,csho,cstk,dlc,dltt,dvt,ebit,ebitda,emp,intan,invt,itcb,ivaeq,ivao,lct,lt,mib,ni,oiadp,ppegt,ppent,pstkl,pstkrv,rect,revt,sale,seq,txdb,txditc,txt,utme,xad,xopr,xrd,sich,mkvalt,prcc_f,naics,sic,marketval,log_sales,log_employee_base,log_asset_total,leverage1,leverage2,leverage3,randd,cap2asset,ebitda2asset,firmyr_patent_count,firmyr_fcitation06_mean,firmyr_fcitation06_total,firmyr_bcitation06_mean,firmyr_bcitation06_total,firmyr_nclaims_mean,firmyr_nclaims_total,firmyr_complexity_mean,firmyr_generality_mean,firmyr_originality_mean
5691,2003,35066.75,79945.94,14.6616,2761.96,27590.71,6953.552,6953.552,1881.831,826.137,11723.9,13386.56,321.952,5760.645,7809.455,131.6,,7347.216,0,2862.757,25150.34,32010.16,51787.13,568.103,4457.074,5760.645,33062.74,13779.33,0,0,15723.13,78350.93,78350.93,27590.71,426.723,426.723,2425.994,,2297.293,70541.48,4309.532,3711,,23.14,336111,3711,43545.57,11.26895,4.879767,11.28911,0.1466479,0.6477768,0.1674452,8.368585,0.0345478,0.0976842,654,4.091778,2676.023,151.7227,99226.65,12.09174,7908,5.350198,0.5672956,0.5641332
5691,2004,37388.01,86895.83,16.585,3487.969,30677.99,7214.494,7214.494,1849.74,802.714,12165.82,14544.86,445.784,5884.35,7989.853,137.827,,8042.996,0,3261.183,26943.06,34961.43,55564.96,652.873,4534.574,5884.35,35003.62,14775.71,0,0,16902.73,80676.23,80676.23,30677.99,639.442,639.442,2487.083,,2303.647,72686.38,4362.563,3711,,25.04,336111,3711,46317.49,11.2982,4.925999,11.37247,0.1400046,0.6394434,0.1673827,8.380815,0.0401397,0.0919475,388,1.999455,773.789,196.7185,76130.05,11.71134,4544,5.253739,0.75,0.5789467
5691,2005,39376.05,89987.07,19.2311,3915.739,35118.75,6361.313,6361.313,1826.148,732.61,11501.55,15994.21,604.877,6221.391,8453.473,144.785,,8821.11,0,3481.384,27821.9,33958.2,54123.86,744.467,5081.997,6221.391,35855.37,15451.71,0,0,18677.49,84337.73,84337.73,35118.75,981.954,981.954,2699.94,,2037.215,75884.25,4344.442,3711,,30.96,336111,3711,56537.54,11.34258,4.97525,11.40742,0.1278134,0.6014626,0.177739,8.376653,0.0435145,0.093941,114,0,0,213.4659,24335.11,10.69298,1219,5.260617,,0.5518189
5709,2000,711.109,1641.94,6.3064,100.125,873.877,100.646,106.61,138.569,8.12,38.439,145.928,49.028,262.607,328.493,12.2,92.632,281.404,0,,151.383,342.625,768.063,,170.217,262.607,1081.612,541.549,0,0,307.732,3675.132,3675.132,873.877,0,0,94.164,,260.1,3346.639,9.592,2011,2329.691,16.8125,311611,2011,2329.691,8.209344,2.501436,7.403634,0.0234107,0.4677778,0.0888754,2.260929,0.0609797,0.2000639,5,0.60374,3.0187,56.8549,284.2745,16.6,83,5.860043,,0.7043505
5709,2001,883.281,2162.698,7.182,77.129,995.881,186.276,186.276,138.663,8.126,39.034,462.407,51.335,300.306,390.499,15.6,378.678,355.114,0,,129.805,420.203,1166.817,,182.441,300.306,1274.096,679.93,0,0,308.115,4124.112,4124.112,995.881,0.46,0.46,102.573,,285.5,3733.613,11.478,2011,3327.912,24,311611,2011,3327.912,8.324606,2.747271,7.679112,0.0180488,0.5395191,0.2138103,2.440432,0.0356633,0.180561,5,2.53606,12.6803,53.3288,266.644,17,85,5.681571,0,0.2088889
5709,2002,962.17,2220.196,8.0576,64.465,1115.255,309.563,309.563,138.411,8.111,13.82,409.648,54.096,310.509,393.747,15.5,366.296,355.638,0,28.7,98.522,410.111,1104.941,,189.322,310.509,1303.151,652.678,0,0,275.46,3910.314,3910.314,1115.255,0,0,104.648,,89.4,3516.567,12.097,2011,3349.546,24.2,311611,2011,3349.546,8.271373,2.74084,7.705351,0.0062247,0.4976772,0.1845098,2.492958,0.0290357,0.1773479,4,1.273825,5.0953,93.05442,372.2177,10,40,5.43502,,0.5512589
5709,2003,823.974,2393.121,9.0388,67.104,1252.735,97.976,97.976,138.596,8.122,14.295,395.273,58.118,307.024,390.398,16,501.322,403.213,0,32.1,106.257,441.99,1140.386,,185.779,307.024,1411.526,701.342,0,0,291.481,4200.328,4200.328,1252.735,10.962,10.962,103.552,,83.5,3809.93,13.165,2011,3421.935,24.69,311611,2011,3421.935,8.342917,2.772589,7.780354,0.0059734,0.4765267,0.1651705,2.577562,0.0280404,0.1631334,4,3.7941,15.1764,214.9164,859.6658,19.5,78,5.627626,0,0.7658305
5709,2004,1029.403,2533.968,10.1487,80.363,1399.248,288.881,288.881,137.875,8.079,15.76,361.51,62.421,357.017,444.692,15.6,505.048,425.655,0,35.536,19.696,464.366,1134.72,,231.663,357.017,1474.642,704.237,0,0,272.738,4779.875,4779.875,1399.248,4.324,4.324,132.902,,78.2,4335.183,15.944,2011,3875.666,28.11,311611,2011,3875.666,8.47217,2.747271,7.837542,0.0062195,0.4478036,0.1426656,2.769083,0.0317143,0.1754923,2,0,0,393.3111,786.6221,19.5,39,6.658543,,0.7119048
5711,2000,128.446,203.019,-0.1144,14.581,-24.452,1.691,1.691,213.696,142.951,3.718,35.318,4.015,-49.378,-40.288,3.827,15.816,69.612,0,0,0,111.611,155.843,0,-80.8,-49.378,101.21,45.64,71.628,71.628,27.703,603.014,603.014,47.176,0,0,0.165,,,643.302,,5961,80.136,0.375,454113,5961,80.136,6.40194,1.342081,5.3133,0.0183136,0.7676277,0.173964,,0.0718209,-0.1984445,1,0,0,12.0748,12.0748,8,8,4.616257,,0.5
5711,2001,100.72,157.661,-0.2585,1.636,-35.728,1.121,1.121,138.237,93.558,3.162,26.548,10.745,-12.688,-5.258,2.451,9.278,59.223,0,0,0,79.785,116.566,0,-5.845,-12.688,94.467,34.232,76.823,76.823,19.456,532.165,532.165,41.095,0,0,0.12,,,537.423,,5961,51.1477,0.37,454113,5961,51.14769,6.276954,0.8964961,5.060447,0.0200557,0.7393458,0.1683866,,0.0103767,-0.03335,2,2.54705,5.0941,42.6489,85.2978,15.5,31,5.569368,,0.8
5764,2000,620,1454.5,13.0961,48.6,769.5,74.8,74.8,58.758,0.6,259.5,99.7,79.9,172,226.9,10.469,262,298.6,0,,192.9,489.4,685,0,138.2,172,629.3,305.3,0,0,209.8,1427.6,1427.6,769.5,6,6,46.1,,,1200.7,10,3640,1552.269,26.5,335931,3640,1557.087,7.26375,2.348418,7.282417,0.1784118,0.4709522,0.0685459,2.302585,0.0334135,0.1559986,44,9.887945,435.0696,62.64228,2756.26,26.88636,1183,5.415525,0.5757576,0.5786681
5764,2001,508.3,1205.4,12.5428,28.6,736.5,33.4,76.5,58.719,0.6,67.7,99.8,77.4,104.8,157.8,8.771,267.9,242.6,0,,92.5,283.9,468.9,0,48.3,104.8,605.5,264.2,0,0,163.4,1312.2,1312.2,736.5,,,7.5,,,1154.4,7.6,3640,1712.784,29.38,335931,3640,1725.164,7.179461,2.171451,7.094567,0.0561639,0.3889995,0.0827941,2.028148,0.0237266,0.1309109,49,7.169939,351.327,84.09178,4120.498,25.95918,1272,5.534096,0.5973266,0.6025234
5764,2002,596.3,1410.3,12.5622,21.9,744.2,40,55,59.241,0.6,0,298.7,77.8,149.2,199,11.476,314.6,258,0,,76.5,254.7,666.1,0,83.2,149.2,712.4,320.6,0,0,221.2,1587.8,1587.8,744.2,,,18.4,,,1388.8,8.9,3640,2061.804,35.14,335931,3640,2081.729,7.370105,2.440258,7.251558,0,0.4723108,0.2117989,2.186051,0.0155286,0.1411047,26,7.566431,196.7272,271.0138,7046.36,28.96154,753,5.601692,0.2,0.5019413
5764,2003,709.3,1499.4,13.7646,27.6,829.7,220.8,220.8,60.278,0.6,0,298.8,78.7,178.4,231,10.862,353.3,207.9,0,,80.1,288.4,669.7,0,115.1,178.4,718.2,295.8,0,0,227.1,1770.7,1770.7,829.7,,,40.4,,,1539.7,6.3,3640,2638.995,44.1,335931,3640,2658.26,7.47913,2.38527,7.31282,0,0.4466453,0.1992797,1.84055,0.0184074,0.1540616,23,7.694126,176.9649,279.0668,6418.536,25.17391,579,5.397796,0.35,0.6113839
5764,2004,892.4,1642.4,15.426,39.1,944.3,125.9,341.5,61.215,0.6,99.9,199.1,80.3,229.3,278.2,11.4,358.8,216.1,0,,65.7,409.3,698.1,0,154.7,229.3,717.8,261.8,0,0,288.5,1993,1993,944.3,,,42.6,,,1714.8,6.2,3640,3164.702,52.3,335931,3640,3201.544,7.597396,2.433613,7.403914,0.0608256,0.4250487,0.121225,1.824549,0.0238066,0.1693863,20,0,0,497.2075,9944.149,21.55,431,5.701075,,0.5261667
5764,2005,820.1,1667,16.3379,73.4,998.1,110.6,231.9,61.091,0.6,29.6,199.2,80.5,238.1,288.5,11.3,396,237.1,0,,78.8,360.5,668.9,0,165.1,238.1,721,267.8,0,0,310.4,2104.9,2104.9,998.1,19.6,19.6,50.6,,,1816.4,6.5,3640,2721.74,45.12,335931,3640,2756.426,7.652023,2.424803,7.418781,0.0177564,0.4012598,0.1194961,1.871802,0.0440312,0.1730654,4,0,0,596.243,2384.972,25.25,101,4.35315,,0.6340038
5772,2000,155.813,180.493,7.2143,2.51,73.131,4.334,4.334,10.137,16.704,17.656,0,0,27.579,33.285,1.606,8.764,43.324,0,0,0,89.67,107.362,0,34.986,27.579,43.421,12.68,0,0,79.811,488.181,488.181,73.131,0,0,6.429,,,454.896,,3751,65.8905,6.5,423910,5090,65.8905,6.190686,0.4737466,5.195692,0.097821,0.5948264,0,,0.0139064,0.1844116,1,7.5722,7.5722,18.9305,18.9305,23,23,6.148542,1,0
5772,2001,105.761,145.485,6.3158,2.553,65.602,26.541,26.541,10.387,16.931,0,0,0,-7.657,-2.981,1.136,8.038,12.483,0,0,0,61.385,79.883,0,-8.41,-7.657,39.32,9.267,0,0,48.934,331.138,331.138,65.602,0,0,-4.391,,,334.119,,3751,66.4768,6.4,423910,5090,66.4768,5.802535,0.1275133,4.980073,0,0.5490807,0,,0.0175482,-0.0204901,5,4.05258,20.2629,173.2421,866.2106,5.4,27,5.629492,0,0.7557153
5772,2002,166.578,282.201,4.9014,3.144,71.747,5.419,5.419,14.638,21.153,59.327,0.317,0,8.489,12.309,1.514,74.775,41.847,0,0,0,161.905,210.454,0,-1.378,8.489,41.331,11.14,0,0,92.85,372.896,372.896,71.747,0,0,0.573,,,360.587,,5090,87.3889,5.97,423910,5090,87.38886,5.921299,0.4147552,5.64262,0.2102296,0.7457592,0.0011233,,0.011141,0.0436178,1,0,0,94.5721,94.5721,13,13,6.108054,,0.2857143
5772,2003,174.21,292.971,4.5302,5.901,72.656,1.432,1.432,16.038,22.523,80.402,0.542,0,-4.949,-0.315,1.068,74.94,49.606,0,0,0,173.534,220.315,0,-7.455,-4.949,45.47,16.799,0,0,101.283,437.676,437.676,72.656,0,0,0.966,,,437.991,,5090,84.1995,5.25,423910,5090,84.1995,6.081479,0.0657877,5.680074,0.2744367,0.7520028,0.00185,,0.0201419,-0.0010752,2,6.77095,13.5419,535.5326,1071.065,18,36,6.398108,,0.8085921
5782,2000,88.315,163.532,6.3061,6.439,61.97,23.878,23.878,9.827,1.615,0,54.682,4.067,14.869,23.473,1.3,24.533,21.823,0,0,0,31.907,101.562,0,1.969,14.869,87.223,41.216,0,0,35.058,248.637,248.637,61.97,2.434,2.434,1.019,,,225.164,2.97,3950,39.9222,4.0625,333313,3579,39.92219,5.515994,0.2623643,5.097009,0,0.6210527,0.334381,1.088562,0.0393746,0.1435377,1,5.0953,5.0953,71.33421,71.33421,20,20,5.60135,,0.7252747
5782,2001,72.776,106.387,4.1636,3.58,37.073,25.966,25.966,8.904,1.615,5,22,3.645,11.551,18.942,0.5,0.819,9.389,0,0,0,32.204,69.314,0,-24.526,11.551,66.736,24.188,0,0,25.856,160.87,160.87,37.073,1.004,1.004,1.378,,,141.928,1.5,3579,58.3212,6.55,333313,3579,58.3212,5.080596,-0.6931472,4.667083,0.0469982,0.651527,0.2067922,0.4054651,0.0336507,0.1780481,1,7.5862,7.5862,26.5517,26.5517,22,22,4.152204,1,0.6666666
5786,2000,,28599.38,9.4318,,2366.047,1322.7,1460.853,250.859,2493.645,3275.759,2350.126,189.191,658.903,769.811,9.693,,166.517,,,4111.584,,26233.33,0,328.446,658.903,,454.844,0,0,20312.31,2602.064,2602.064,2366.047,,,131.449,,34.884,1832.253,,6021,4060.78,16.1875,522110,6020,4060.78,7.86406,2.271404,10.26114,0.1145395,0.9172693,0.082174,,,0.0269171,1,14.6847,14.6847,24.4745,24.4745,4,4,5.252151,0.9999999,0.4
5788,2000,49.195,65.024,6.5308,1.193,38.891,3.384,3.384,5.955,0.596,1.986,1.75,0,1.839,3.058,0.292,0,26.176,0,1.293,0,23.124,26.133,0,5.035,1.839,19.915,8.793,0,0,17.842,96.204,96.204,38.891,,,0.571,,,93.146,3.2,3823,20.0981,3.375,334513,3823,20.09813,4.566471,-1.231001,4.174757,0.0305426,0.4018978,0.0269131,1.163151,0.0183471,0.0470288,1,7.5862,7.5862,56.8965,56.8965,13,13,5.215481,0,0.3714285
5788,2001,49.51,66.217,6.3551,1.253,35.468,3.523,3.523,5.581,0.558,0.2,11.8,0,-0.778,0.493,0.25,0,30.319,0,1.638,0,18.217,30.749,0,-1.597,-0.778,20.417,8.764,0,0,14.436,92.267,92.267,35.468,,,0.777,,,91.774,3.5,3823,11.9433,2.14,334513,3823,11.94334,4.524686,-1.386294,4.192937,0.0030204,0.4643672,0.178202,1.252763,0.0189226,0.0074452,1,7.267,7.267,29.068,29.068,13,13,5.33879,,0.8333333
5788,2002,41.535,57.152,5.0183,1.184,28.017,4.358,4.358,5.583,0.558,1.313,7.572,0,-3.329,-2.119,0.24,0,22.548,0,1.604,0,21.185,29.135,,-8.263,-3.329,18.504,8.808,0,0,13.425,70.486,70.486,28.017,0,0,0.589,,,72.605,2.4,3823,8.6537,1.55,334513,3823,8.65365,4.255414,-1.427116,4.045714,0.0229738,0.5097809,0.1324888,0.8754687,0.0207167,-0.0370766,1,0,0,112.0966,112.0966,20,20,5.363696,,0.2597402
5791,2000,354.46,683.933,15.807,64.657,392.489,129.314,240.269,24.83,0.248,29.448,204.424,0,-35.148,56.046,4.729,0,32.516,0,0,0,83.851,291.444,0,-73.612,-35.148,634.611,283.659,0,0,64.708,459.572,459.572,392.489,0,0,-24.537,,,403.526,21.433,3679,522.9819,21.0625,334418,3679,522.9819,6.130296,1.553714,6.52786,0.0430568,0.4261295,0.2988948,3.064932,0.094537,0.0819466,11,9.540718,104.9479,109.3837,1203.22,20.72727,228,5.795976,0.4944444,0.5107428
5791,2001,322.2,594.94,13.4387,32.047,338.266,113.313,244.767,25.171,0.252,28.599,178.301,0,-36.756,48.698,3.454,0,21.193,0,0,0,75.126,256.674,0,-56.277,-36.756,644.628,211.262,0,0,46.625,401.236,401.236,338.266,0,0,-9.931,,,352.538,23.241,3679,448.0438,17.8,334418,3679,448.0438,5.99455,1.239533,6.388461,0.0480704,0.4314284,0.2996958,3.145918,0.0538659,0.0818536,12,6.378408,76.5409,101.2029,1214.435,26,312,5.50857,0.4166667,0.4151815
5791,2002,304.548,562.101,14.0785,31.916,356.961,57.852,209.109,25.355,0.254,7.503,143.871,0,21.793,83.42,3.336,0,27.11,0,0,0,59.818,205.14,0,15.002,21.793,637.407,181.494,0,0,55.953,390.694,390.694,356.961,0,0,2.647,,,307.274,17.663,3679,409.4833,16.15,334418,3679,409.4832,5.967925,1.204772,6.331682,0.0133481,0.3649522,0.2559522,2.871472,0.0567798,0.1484075,18,5.799294,104.3873,259.1154,4664.076,23.66667,426,5.797925,0.2916667,0.2535098
5791,2003,400.669,638.956,16.6445,52.023,431.375,67.505,292.365,25.917,0.259,0,150,0,81.483,139.32,3.446,0,31.29,0,0,0,56.963,207.581,0,64.502,81.483,666.645,176.559,0,0,65.858,498.946,498.946,431.375,0,0,15.13,,,359.626,14.945,3679,853.1876,32.92,334418,3679,853.1876,6.212498,1.237214,6.459836,0,0.3248753,0.2347579,2.704377,0.0814188,0.2180432,11,2.021782,22.2396,173.0444,1903.489,22.09091,243,5.931231,0,0.4985089
5791,2004,384.796,688.392,19.4126,93.085,473.552,33.704,258.06,24.394,0.244,0,150,0,38.885,96.262,3.85,0,35.319,0,0,0,61.885,214.84,0,73.113,38.885,719.983,213.761,0,0,76.345,469.696,469.696,473.552,0,0,-29.453,,,373.434,28.258,3679,652.0516,26.73,334418,3679,652.0516,6.152086,1.348073,6.534359,0,0.3120896,0.2178991,3.341377,0.1352209,0.139836,1,0,0,325.5435,325.5435,17,17,6.338961,,0.8055555
5791,2005,370.127,799.538,21.7108,197.123,552.539,33.733,206.511,25.45,0.254,0,150,0,57.381,127.883,5.31,0,54.78,0,0,0,94.239,246.999,0,54.881,57.381,908.248,350.52,0,0,96.2,631.581,631.581,552.539,0,0,12.901,,,503.698,36.829,3679,664.754,26.12,334418,3679,664.754,6.448226,1.669592,6.684034,0,0.3089271,0.1876083,3.606286,0.2465461,0.1599461,2,0,0,581.2594,1162.519,25,50,4.854475,,0.6643391
5808,2000,2069.391,39421.13,217.7209,1208.424,9523.332,89.365,497.508,43.741,2917.021,3506.56,23634.27,359.459,2977.708,4185.464,17.277,371.463,271.428,0,246.086,254.089,5689.991,29773.08,124.71,718.918,2977.708,43615.26,33104.91,0,0,1241.101,7622,7622,9523.332,0,0,0,,,3436.536,,,,,22111,4911,,8.938794,2.849376,10.58206,0.0889513,0.7552571,0.5995331,,0.0306542,0.1061731,20,6.018535,120.3707,159.5639,3191.278,26.3,526,5.682118,0.4345238,0.5238011
5808,2001,1988.559,37586.72,212.9414,1136.499,9314.269,157.603,545.017,43.741,2746.435,1993.582,23747.81,347.857,2810.48,3968.956,17.679,186.486,268.113,0,234.207,293.857,3938.817,28160.69,111.766,695.713,2810.48,42301,31422.63,0,0,1108.871,7897.726,7897.726,9314.269,0,0,0,,,3928.77,,4911,,,22111,4911,,8.97433,2.872377,10.53441,0.0530395,0.749219,0.6318137,,0.0302367,0.1055946,10,4.25178,42.5178,37.94938,379.4938,16,160,5.77989,0.8571429,0.6315794
5808,2002,2283.544,37391.14,205.6843,1554.43,8996.835,185.443,779.747,43.741,2768.354,1919.62,23627.22,482.911,2910.759,4215.822,18.025,672.152,264.557,0,268.354,270.886,4063.291,28252.53,141.772,965.823,2910.759,43027.85,31451.9,0,0,1217.722,8229.114,8229.114,8996.835,0,0,0,,,4013.292,,4911,,,22111,4911,,9.015433,2.89176,10.52919,0.0513389,0.7555943,0.6318935,,0.0415721,0.1127492,6,5.4997,32.9982,47.43332,284.5999,20.5,123,5.945307,0.9,0.871825
5808,2003,2193.763,44651.4,267.609,2424.36,11705.49,147.798,341.252,43.741,3384.663,1316.258,26925.64,746.731,3633.831,5116.459,18.317,780.778,329.645,0,314.942,318.038,4054.786,32691.33,254.585,1494.235,3633.831,54405.32,39360.05,0,0,1444.711,8840.826,8840.826,11705.49,0,0,0,,,3724.367,,4911,,,22111,4911,,9.087135,2.90783,10.70664,0.0294785,0.7321457,0.6030189,,0.0542953,0.1145868,5,0,0,405.6126,2028.063,15.8,79,5.68935,,0.7480515
5808,2004,2069.968,48226.69,308.1429,2680.738,13478.48,78.112,137.942,43.741,3634.702,1662.789,27349.18,1121.822,3657.969,5270.899,18.835,673.924,272.561,0,44.042,188.632,5116.337,34643.51,104.703,2023.434,3657.969,59845.44,42869.37,0,0,1623.733,8889.812,8889.812,13478.48,0,0,0,,,3618.913,,4911,,,22111,4911,,9.092661,2.935717,10.78367,0.0344786,0.7183473,0.5670963,,0.0555862,0.1092942,2,0,0,190.0565,380.1131,17,34,5.375987,,0.5209402
5811,2000,1.669,4.259,0.6303,0.316,2.892,0.018,0.018,4.588,3.608,0.057,0.68,0.138,0.261,0.387,0.054,0.789,0.486,0,0,0,0.65,1.367,0,0.131,0.261,4.676,1.801,0,0,1,3.933,3.933,2.892,0.037,0.037,0.082,,0.084,3.546,0.663,6794,2.8904,0.63,325211,2821,2.89044,1.369403,-2.918771,1.449034,0.0133834,0.3209674,0.1596619,-0.4109803,0.0741958,0.0908664,5,2.03408,10.1704,41.45202,207.2601,26.4,132,6.427285,0,0.6559524
5811,2002,2.66,6.468,0.7574,0.972,3.475,0.111,0.111,4.588,3.608,0.578,1.542,0,0.051,0.256,0.066,1.021,0.973,0,0,0,1.353,2.993,0,0.186,0.051,5.925,2.787,0,0,1.131,5.786,5.786,3.475,0.098,0.098,-0.225,,0.029,5.53,0.4,2821,1.8811,0.41,325211,2821,1.88108,1.755441,-2.718101,1.866867,0.089363,0.4627396,0.2384045,-0.9162908,0.1502783,0.0395795,1,0,0,10535.54,10535.54,116,116,7.145152,,0.9222332
5826,2000,134.972,299.177,2.779,10.801,95.259,38.955,38.955,22.678,40.236,10.339,140.236,2.176,18.677,35.009,1.67,50.293,29.412,0,0,0,57.254,203.905,0,2.501,18.677,188.527,104.749,32.25,32.25,59.349,325.307,325.307,95.272,5.143,5.143,3.633,,,290.298,,2821,45.356,2,325211,2821,45.356,5.78477,0.5128236,5.701035,0.0345581,0.6815531,0.4687392,,0.0361024,0.1170177,2,0,0,139.8145,279.6289,26,52,6.14333,,0.5590909
5826,2001,121.43,280.944,2.0703,10.914,79.766,31.642,31.642,22.957,40.705,11.067,137.713,2.176,12.021,27.559,1.897,44.689,22.456,0,0,0,56.628,201.165,0,-13.437,12.021,194.636,100.139,32.25,32.25,57.943,327.299,327.299,79.779,5.428,5.428,-4.034,,,299.74,,2821,28.6963,1.25,325211,2821,28.69625,5.790874,0.6402737,5.638155,0.0393922,0.7160324,0.4901795,,0.0388476,0.0980943,1,0,0,77.5146,77.5146,31,31,5.71996,,0.5999999
5826,2002,202.323,304.681,,15.112,111.476,129.072,129.072,24.45,42.674,7.361,128.877,2.176,-5.181,5.059,0.91,36.669,19.367,0,0,0,56.384,193.192,0,27.946,-5.181,98.537,62.607,32.25,32.25,39.498,181.472,181.472,111.489,6.525,6.525,-4.405,,,176.413,,2821,41.565,1.7,325211,2821,41.565,5.201101,-0.0943107,5.719265,0.0241597,0.6340796,0.4229899,,0.0495994,0.0166043,1,0,0,37.9515,37.9515,3,3,5.762074,,0.6999999
5826,2005,103.493,164.255,1.5211,5.039,77.077,3.234,3.234,25.545,44.265,14.646,18.993,0,8.693,16.465,0.825,8.831,35.006,0,0,0,62.111,87.165,0,4.505,8.693,114.76,49.274,38.234,38.234,57.132,296.606,296.606,77.09,4.383,4.383,0.218,,,280.141,,2821,74.8469,2.93,325211,2821,74.84685,5.692405,-0.1923719,5.10142,0.0891662,0.5306688,0.1156312,,0.0306779,0.1002405,1,0,0,275.0376,275.0376,37,37,5.71996,,0.75
5841,2001,6.541,6.685,-0.3101,0.097,-1.969,5.867,6.472,6.349,0.127,0.556,0,0,-7.338,-7.266,0.009,0,0,0,0,0,8.654,8.654,0,-7.194,-7.338,0.549,0.127,0,0,0,1.6,1.6,-1.969,0,0,0,,,8.866,3.786,2836,26.1579,4.12,325414,2836,26.15788,0.4700036,-4.710531,1.899866,0.0831713,1.29454,0,1.33131,0.0145101,-1.086911,2,12.367,24.734,24.734,49.468,6,12,5.798632,0.3333333,0.9
5841,2003,23.674,23.807,0.9975,0.033,22.129,0.86,23.525,22.185,0.022,0.014,0.037,0,-21.86,-21.803,0.015,0,0,0,0,0,1.624,1.678,0,-21.742,-21.86,0.657,0.101,0,0,0,0,0,22.129,0,0,0,,,21.803,12.291,2836,333.4406,15.03,325414,2836,333.4406,,-4.199705,3.16998,0.0005881,0.0704835,0.0015542,2.508867,0.0013861,-0.9158231,1,34.8427,34.8427,174.2135,174.2135,6,6,5.690406,,0.9
5848,2000,1665.594,4426.256,17.503,428.217,1849.511,29.97,29.97,105.668,5.45,830.351,658.719,13.154,449.733,631.893,50,961.34,873.544,0,0,0,1719.4,2576.745,0,135.187,449.733,2720.549,1630.774,0,0,673.485,16949.61,16949.61,1849.511,7.491,7.491,105.971,,,16317.71,,2011,2826.619,26.75,311611,2011,2826.619,9.738,3.912023,8.395309,0.1875967,0.58215,0.1488208,,0.0967447,0.1427602,2,5.68965,11.3793,53.1034,106.2068,21.5,43,5.57413,0,0.2034632
5860,2000,1506.3,4611.4,13.7769,180.6,1211.2,88.7,88.7,87.915,87.9,629.9,408.4,52.9,493.1,643.7,41.553,1373,531.3,0,13.2,38.9,2232.7,3400.2,,264.5,493.1,2125.6,865.4,0,0,814.9,4829.4,4829.4,1211.2,,,155.4,,,4185.7,391.2,3561,3406.706,38.75,333911,3561,3406.706,8.482477,3.72697,8.436287,0.1365963,0.7373466,0.0885631,5.969219,0.0391638,0.1395888,3,3.353867,10.0616,167.3035,501.9105,18,54,6.389395,0,0.7849857
5860,2001,1458.8,4508.4,15.4955,174,1375.8,121.3,121.3,88.787,88.8,517,456.4,52.9,494.5,707.4,38,1410,528.9,0,14.2,48.6,1896.6,3132.6,,276.7,494.5,2101.5,791,0,0,741.7,4675.7,4675.7,1375.8,,,116.7,,,3968.3,424.7,3561,4483.744,50.5,333911,3561,4483.744,8.450134,3.637586,8.413697,0.1146748,0.6948363,0.1012333,6.051383,0.0385946,0.1569071,3,6.756834,20.2705,95.49763,286.4929,19,57,5.425314,0,0.6233333
5860,2005,2772,7063.4,29.4999,179.2,2723.4,451,451,92.319,92.3,751.4,516.3,66.5,788.6,985.2,40.9,2468.7,666.9,0,8.9,0,2560.4,4340,,359.5,788.6,2338.4,841,0,0,1273.7,7427.3,7427.3,2723.4,105.8,105.8,133.7,,,6442.1,177.6,3561,9492.239,102.82,333911,3561,9492.239,8.912918,3.71113,8.862681,0.1063794,0.614435,0.0730951,5.179534,0.0253702,0.1394796,1,0,0,72.3184,72.3184,22,22,4.897709,,1
5862,2000,270.598,2162.274,25.0923,89.511,680.101,9.824,9.824,27.104,48.717,2.565,970.415,39.185,203.848,380.761,2.3,0,130.881,0,0,6.9,195.767,1482.173,0,78.187,203.848,2552.684,1822.212,0,0,117.114,1226.878,1226.878,680.101,130.333,130.333,30.458,,,846.117,10.252,2400,1079.078,39.8125,322110,2611,1079.078,7.112228,0.8329091,7.678916,0.0011863,0.6854696,0.4487937,2.327473,0.0413967,0.1760928,1,0,0,44.172,44.172,34,34,6.004481,,0.752381
5862,2001,235.06,2025.012,25.9204,77.455,708.794,14.123,14.123,27.345,59.721,7.6,842.205,39.207,146.065,323.189,2.3,1.8,110.006,0,0,6.9,152.92,1316.218,0,57.598,146.065,2503.273,1712.504,0,0,101.48,1164.913,1164.913,708.794,131.723,131.723,24.964,,,841.724,9.309,2400,1380.102,50.47,322110,2611,1380.102,7.060402,0.8329091,7.613331,0.0037531,0.6499804,0.4159012,2.230982,0.0382492,0.1595986,4,6.982775,27.9311,136.1626,544.6506,25,100,6.02722,0.8333333,0.7310218
5862,2002,228.845,1887.196,25.6038,77.447,709.712,18.924,18.924,27.719,76.613,3.52,649.628,0,126.589,292.304,2.2,13.1,95.855,0,0,8,171.754,1177.484,0,54.172,126.589,2410.57,1564.281,0,0,97.927,1117.431,1117.431,709.712,110.16,110.16,14.88,,,825.127,8.6,2400,,45.25,322110,2611,1254.285,7.018787,0.7884573,7.542848,0.0018652,0.6239331,0.3442292,2.151762,0.0410381,0.154888,5,4.2197,21.0985,401.9715,2009.857,32.8,164,6.447358,,0.7426345
